1/32768, 1/32, 0.5588477366255145
1/32768, 1/8, 0.5584362139917696
1/32768, 1/2, 0.5530864197530864
1/32768, 2, 0.5432098765432098
1/32768, 8, 0.5370370370370371
1/32768, 32, 0.5176954732510288
1/32768, 128, 0.5193415637860083
1/32768, 512, 0.5078189300411523
1/32768, 2048, 0.5049382716049383
1/32768, 8192, 0.5049382716049383
1/32768, 32768, 0.5049382716049383
1/8192, 1/32, 0.5588477366255145
1/8192, 1/8, 0.5559670781893004
1/8192, 1/2, 0.5481481481481482
1/8192, 2, 0.5337448559670782
1/8192, 8, 0.5222222222222223
1/8192, 32, 0.5152263374485597
1/8192, 128, 0.5127572016460905
1/8192, 512, 0.5127572016460905
1/8192, 2048, 0.5127572016460905
1/8192, 8192, 0.5127572016460905
1/8192, 32768, 0.5127572016460905
1/2048, 1/32, 0.5588477366255145
1/2048, 1/8, 0.5588477366255145
1/2048, 1/2, 0.5489711934156378
1/2048, 2, 0.5263374485596708
1/2048, 8, 0.5271604938271605
1/2048, 32, 0.5288065843621399
1/2048, 128, 0.5288065843621399
1/2048, 512, 0.5288065843621399
1/2048, 2048, 0.5288065843621399
1/2048, 8192, 0.5288065843621399
1/2048, 32768, 0.5288065843621399
1/512, 1/32, 0.5588477366255145
1/512, 1/8, 0.5588477366255145
1/512, 1/2, 0.560082304526749
1/512, 2, 0.5353909465020577
1/512, 8, 0.5341563786008231
1/512, 32, 0.5341563786008231
1/512, 128, 0.5341563786008231
1/512, 512, 0.5341563786008231
1/512, 2048, 0.5341563786008231
1/512, 8192, 0.5341563786008231
1/512, 32768, 0.5341563786008231
1/128, 1/32, 0.5588477366255145
1/128, 1/8, 0.5588477366255145
1/128, 1/2, 0.5588477366255145
1/128, 2, 0.5588477366255145
1/128, 8, 0.5588477366255145
1/128, 32, 0.5588477366255145
1/128, 128, 0.5588477366255145
1/128, 512, 0.5588477366255145
1/128, 2048, 0.5588477366255145
1/128, 8192, 0.5588477366255145
1/128, 32768, 0.5588477366255145
1/32, 1/32, 0.5588477366255145
1/32, 1/8, 0.5588477366255145
1/32, 1/2, 0.5588477366255145
1/32, 2, 0.5588477366255145
1/32, 8, 0.5588477366255145
1/32, 32, 0.5588477366255145
1/32, 128, 0.5588477366255145
1/32, 512, 0.5588477366255145
1/32, 2048, 0.5588477366255145
1/32, 8192, 0.5588477366255145
1/32, 32768, 0.5588477366255145
1/8, 1/32, 0.5588477366255145
1/8, 1/8, 0.5588477366255145
1/8, 1/2, 0.5588477366255145
1/8, 2, 0.5588477366255145
1/8, 8, 0.5588477366255145
1/8, 32, 0.5588477366255145
1/8, 128, 0.5588477366255145
1/8, 512, 0.5588477366255145
1/8, 2048, 0.5588477366255145
1/8, 8192, 0.5588477366255145
1/8, 32768, 0.5588477366255145
1/2, 1/32, 0.5588477366255145
1/2, 1/8, 0.5588477366255145
1/2, 1/2, 0.5588477366255145
1/2, 2, 0.5588477366255145
1/2, 8, 0.5588477366255145
1/2, 32, 0.5588477366255145
1/2, 128, 0.5588477366255145
1/2, 512, 0.5588477366255145
1/2, 2048, 0.5588477366255145
1/2, 8192, 0.5588477366255145
1/2, 32768, 0.5588477366255145
2, 1/32, 0.5588477366255145
2, 1/8, 0.5588477366255145
2, 1/2, 0.5588477366255145
2, 2, 0.5588477366255145
2, 8, 0.5588477366255145
2, 32, 0.5588477366255145
2, 128, 0.5588477366255145
2, 512, 0.5588477366255145
2, 2048, 0.5588477366255145
2, 8192, 0.5588477366255145
2, 32768, 0.5588477366255145
8, 1/32, 0.5588477366255145
8, 1/8, 0.5588477366255145
8, 1/2, 0.5588477366255145
8, 2, 0.5588477366255145
8, 8, 0.5588477366255145
8, 32, 0.5588477366255145
8, 128, 0.5588477366255145
8, 512, 0.5588477366255145
8, 2048, 0.5588477366255145
8, 8192, 0.5588477366255145
8, 32768, 0.5588477366255145
