1/1024, 0.125, 0.5588477366255145
1/1024, 0.1767766952966369, 0.5588477366255145
1/1024, 0.25, 0.5588477366255145
1/1024, 0.3535533905932738, 0.5588477366255145
1/1024, 0.5, 0.5592592592592592
1/1024, 0.7071067811865475, 0.562962962962963
1/1024, 1.0, 0.5654320987654321
1/1024, 1.4142135623730951, 0.5646090534979424
1/1024, 2.0, 0.5633744855967078
1/512, 0.125, 0.5588477366255145
1/512, 0.1767766952966369, 0.5588477366255145
1/512, 0.25, 0.5621399176954732
1/512, 0.3535533905932738, 0.5641975308641975
1/512, 0.5, 0.5604938271604938
1/512, 0.7071067811865475, 0.5604938271604938
1/512, 1.0, 0.5609053497942387
1/512, 1.4142135623730951, 0.5588477366255145
1/512, 2.0, 0.5584362139917696
1/256, 0.125, 0.5588477366255145
1/256, 0.1767766952966369, 0.5609053497942387
1/256, 0.25, 0.5609053497942387
1/256, 0.3535533905932738, 0.5567901234567901
1/256, 0.5, 0.5567901234567901
1/256, 0.7071067811865475, 0.554320987654321
1/256, 1.0, 0.5534979423868313
1/256, 1.4142135623730951, 0.5522633744855967
1/256, 2.0, 0.5502057613168724
1/128, 0.125, 0.560082304526749
1/128, 0.1767766952966369, 0.5567901234567901
1/128, 0.25, 0.5534979423868313
1/128, 0.3535533905932738, 0.5539094650205761
1/128, 0.5, 0.5522633744855967
1/128, 0.7071067811865475, 0.5465020576131687
1/128, 1.0, 0.5510288065843622
1/128, 1.4142135623730951, 0.5473251028806584
1/128, 2.0, 0.5448559670781893
1/64, 0.125, 0.5588477366255145
1/64, 0.1767766952966369, 0.5576131687242798
1/64, 0.25, 0.5555555555555556
1/64, 0.3535533905932738, 0.5551440329218107
1/64, 0.5, 0.5551440329218107
1/64, 0.7071067811865475, 0.5510288065843622
1/64, 1.0, 0.5473251028806584
1/64, 1.4142135623730951, 0.5427983539094651
1/64, 2.0, 0.5469135802469136
1/32, 0.125, 0.5588477366255145
1/32, 0.1767766952966369, 0.5584362139917696
1/32, 0.25, 0.557201646090535
1/32, 0.3535533905932738, 0.5555555555555556
1/32, 0.5, 0.5646090534979424
1/32, 0.7071067811865475, 0.5518518518518518
1/32, 1.0, 0.5436213991769547
1/32, 1.4142135623730951, 0.5358024691358024
1/32, 2.0, 0.5308641975308642
1/16, 0.125, 0.5588477366255145
1/16, 0.1767766952966369, 0.5588477366255145
1/16, 0.25, 0.5588477366255145
1/16, 0.3535533905932738, 0.5576131687242798
1/16, 0.5, 0.557201646090535
1/16, 0.7071067811865475, 0.5551440329218107
1/16, 1.0, 0.5489711934156378
1/16, 1.4142135623730951, 0.5358024691358024
1/16, 2.0, 0.5333333333333333
1/8, 0.125, 0.5588477366255145
1/8, 0.1767766952966369, 0.5588477366255145
1/8, 0.25, 0.5588477366255145
1/8, 0.3535533905932738, 0.5588477366255145
1/8, 0.5, 0.5588477366255145
1/8, 0.7071067811865475, 0.5576131687242798
1/8, 1.0, 0.5493827160493827
1/8, 1.4142135623730951, 0.5497942386831276
1/8, 2.0, 0.548559670781893
1/4, 0.125, 0.5588477366255145
1/4, 0.1767766952966369, 0.5588477366255145
1/4, 0.25, 0.5588477366255145
1/4, 0.3535533905932738, 0.5588477366255145
1/4, 0.5, 0.5588477366255145
1/4, 0.7071067811865475, 0.5588477366255145
1/4, 1.0, 0.5580246913580247
1/4, 1.4142135623730951, 0.5522633744855967
1/4, 2.0, 0.5522633744855967
1/2, 0.125, 0.5588477366255145
1/2, 0.1767766952966369, 0.5588477366255145
1/2, 0.25, 0.5588477366255145
1/2, 0.3535533905932738, 0.5588477366255145
1/2, 0.5, 0.5588477366255145
1/2, 0.7071067811865475, 0.5588477366255145
1/2, 1.0, 0.5588477366255145
1/2, 1.4142135623730951, 0.5592592592592592
1/2, 2.0, 0.5592592592592592
